"","year","state","big.bus"
"732",1952,"NY",NA
"733",1952,"OH",NA
"734",1952,"NY",NA
"735",1952,"NY",NA
"736",1952,"IN",NA
"737",1952,"MI",NA
"738",1952,"CT",NA
"739",1952,"WI",NA
"740",1952,"MO",NA
"741",1952,"NJ",NA
"742",1952,"AL",NA
"743",1952,"NY",NA
"744",1952,"CT",NA
"745",1952,"MI",NA
"746",1952,"WI",NA
"747",1952,"NY",NA
"748",1952,"AL",NA
"749",1952,"NJ",NA
"750",1952,"MI",NA
"751",1952,"NY",NA
"752",1952,"CT",NA
"753",1952,"NY",NA
"754",1952,"CT",NA
"755",1952,"ID",NA
"756",1952,"KY",NA
"757",1952,"OH",NA
"758",1952,"ID",NA
"759",1952,"OR",NA
"760",1952,"TN",NA
"761",1952,"KY",NA
"762",1952,"OH",NA
"763",1952,"TN",NA
"764",1952,"KY",NA
"765",1952,"OH",NA
"766",1952,"TN",NA
"767",1952,"OH",NA
"768",1952,"KY",NA
"769",1952,"OH",NA
"770",1952,"OH",NA
"771",1952,"OH",NA
"772",1952,"SD",NA
"773",1952,"LA",NA
"774",1952,"OH",NA
"775",1952,"DC",NA
"776",1952,"MO",NA
"777",1952,"NC",NA
"778",1952,"NY",NA
"779",1952,"NE",NA
"780",1952,"MO",NA
"781",1952,"MN",NA
"782",1952,"NJ",NA
"783",1952,"MO",NA
"784",1952,"MO",NA
"785",1952,"SD",NA
"786",1952,"MI",NA
"787",1952,"LA",NA
"788",1952,"OH",NA
"789",1952,"MO",NA
"790",1952,"NE",NA
"791",1952,"MO",NA
"792",1952,"MN",NA
"793",1952,"NJ",NA
"794",1952,"MO",NA
"795",1952,"SD",NA
"796",1952,"OH",NA
"797",1952,"LA",NA
"798",1952,"MO",NA
"799",1952,"NY",NA
"800",1952,"NE",NA
"801",1952,"MO",NA
"802",1952,"MN",NA
"803",1952,"MI",NA
"804",1952,"MO",NA
"805",1952,"SD",NA
"806",1952,"LA",NA
"807",1952,"MI",NA
"808",1952,"MO",NA
"809",1952,"NY",NA
"810",1952,"NE",NA
"811",1952,"MI",NA
"812",1952,"NY",NA
"813",1952,"MO",NA
"814",1952,"MO",NA
"815",1952,"NE",NA
"816",1952,"MO",NA
"817",1952,"MO",NA
"818",1952,"NE",NA
"819",1952,"MO",NA
"820",1952,"WI",NA
"821",1952,"CT",NA
"822",1952,"NC",NA
"823",1952,"GA",NA
"824",1952,"WI",NA
"825",1952,"CT",NA
"826",1952,"NC",NA
"827",1952,"GA",NA
"828",1952,"WI",NA
"829",1952,"CA",NA
"830",1952,"CT",NA
"831",1952,"CO",NA
"832",1952,"GA",NA
"833",1952,"CO",NA
"834",1952,"KY",NA
"835",1952,"CA",NA
"836",1952,"MN",NA
"837",1952,"MN",NA
"838",1952,"LA",NA
"839",1952,"TN",NA
"840",1952,"NY",NA
"841",1952,"AL",NA
"842",1952,"NM",NA
"843",1952,"MI",NA
"844",1952,"MI",NA
"845",1952,"AL",NA
"846",1952,"NY",NA
"847",1952,"MI",NA
"848",1952,"MI",NA
"849",1952,"TN",NA
"850",1952,"NY",NA
"851",1952,"MN",NA
"852",1952,"MN",NA
"853",1952,"MI",NA
"854",1952,"AL",NA
"855",1952,"TN",NA
"856",1952,"MI",NA
"857",1952,"MI",NA
"858",1952,"NY",NA
"859",1952,"KY",NA
"860",1952,"AL",NA
"861",1952,"MI",NA
"862",1952,"MI",NA
"863",1952,"LA",NA
"864",1952,"NY",NA
"865",1952,"KY",NA
"866",1952,"NY",NA
"867",1952,"LA",NA
"868",1952,"CT",NA
"869",1952,"CA",NA
"870",1952,"OH",NA
"871",1952,"MA",NA
"872",1952,"MI",NA
"873",1952,"IL",NA
"874",1952,"PA",NA
"875",1952,"KY",NA
"876",1952,"OH",NA
"877",1952,"IL",NA
"878",1952,"CA",NA
"879",1952,"CT",NA
"880",1952,"MI",NA
"881",1952,"IL",NA
"882",1952,"PA",NA
"883",1952,"KY",NA
"884",1952,"IL",NA
"885",1952,"MI",NA
"886",1952,"IL",NA
"887",1952,"PA",NA
"888",1952,"KY",NA
"889",1952,"IL",NA
"890",1952,"PA",NA
"891",1952,"IL",NA
"892",1952,"OH",NA
"893",1952,"KY",NA
"894",1952,"NY",NA
"895",1952,"OH",NA
"896",1952,"KY",NA
"897",1952,"OH",NA
"898",1952,"NY",NA
"899",1952,"KY",NA
"900",1952,"OH",NA
"901",1952,"NY",NA
"902",1952,"TX",NA
"903",1952,"TX",NA
"904",1952,"TN",NA
"905",1952,"TX",NA
"906",1952,"MI",NA
"907",1952,"CT",NA
"908",1952,"NY",NA
"909",1952,"OH",NA
"910",1952,"CT",NA
"911",1952,"KY",NA
"912",1952,"CA",NA
"913",1952,"PA",NA
"914",1952,"SC",NA
"915",1952,"MS",NA
"916",1952,"PA",NA
"917",1952,"CA",NA
"918",1952,"MN",NA
"919",1952,"LA",NA
"920",1952,"MO",NA
"921",1952,"MO",NA
"922",1952,"KS",NA
"923",1952,"MI",NA
"924",1952,"TX",NA
"925",1952,"AR",NA
"926",1952,"TX",NA
"927",1952,"TN",NA
"928",1952,"MI",NA
"929",1952,"CT",NA
"930",1952,"NY",NA
"931",1952,"OH",NA
"932",1952,"CT",NA
"933",1952,"KY",NA
"934",1952,"GA",NA
"935",1952,"PA",NA
"936",1952,"SC",NA
"937",1952,"MS",NA
"938",1952,"PA",NA
"939",1952,"MN",NA
"940",1952,"LA",NA
"941",1952,"MO",NA
"942",1952,"WI",NA
"943",1952,"MO",NA
"944",1952,"KS",NA
"945",1952,"CA",NA
"946",1952,"MI",NA
"947",1952,"TX",NA
"948",1952,"TN",NA
"949",1952,"OH",NA
"950",1952,"NY",NA
"951",1952,"CT",NA
"952",1952,"MI",NA
"953",1952,"CT",NA
"954",1952,"GA",NA
"955",1952,"PA",NA
"956",1952,"NC",NA
"957",1952,"CA",NA
"958",1952,"LA",NA
"959",1952,"MO",NA
"960",1952,"WI",NA
"961",1952,"CA",NA
"962",1952,"MI",NA
"963",1952,"GA",NA
"964",1952,"TX",NA
"965",1952,"OH",NA
"966",1952,"PA",NA
"967",1952,"SC",NA
"968",1952,"CA",NA
"969",1952,"LA",NA
"970",1952,"MI",NA
"971",1952,"MO",NA
"972",1952,"WI",NA
"973",1952,"MI",NA
"974",1952,"TX",NA
"975",1952,"SC",NA
"976",1952,"PA",NA
"977",1952,"CA",NA
"978",1952,"CT",NA
"979",1952,"MO",NA
"980",1952,"MI",NA
"981",1952,"MI",NA
"982",1952,"CT",NA
"983",1952,"PA",NA
"984",1952,"SC",NA
"985",1952,"CA",NA
"986",1952,"CA",NA
"987",1952,"MO",NA
"988",1952,"PA",NA
"989",1952,"CA",NA
"990",1952,"CA",NA
"991",1952,"MI",NA
"992",1952,"MI",NA
"993",1952,"MO",NA
"994",1952,"CA",NA
"995",1952,"CA",NA
"996",1952,"MI",NA
"997",1952,"MO",NA
"998",1952,"OH",NA
"999",1952,"NY",NA
"1000",1952,"PA",NA
"1001",1952,"MI",NA
"1002",1952,"PA",NA
"1003",1952,"OH",NA
"1004",1952,"PA",NA
"1005",1952,"NY",NA
"1006",1952,"OH",NA
"1007",1952,"MI",NA
"1008",1952,"PA",NA
"1009",1952,"OH",NA
"1010",1952,"NY",NA
"1011",1952,"PA",NA
"1012",1952,"NY",NA
"1013",1952,"IL",NA
"1014",1952,"TX",NA
"1015",1952,"LA",NA
"1016",1952,"AL",NA
"1017",1952,"OH",NA
"1018",1952,"KS",NA
"1019",1952,"MI",NA
"1020",1952,"WI",NA
"1021",1952,"CT",NA
"1022",1952,"NJ",NA
"1023",1952,"OH",NA
"1024",1952,"ID",NA
"1025",1952,"MI",NA
"1026",1952,"NY",NA
"1027",1952,"IL",NA
"1028",1952,"TX",NA
"1029",1952,"LA",NA
"1030",1952,"AL",NA
"1031",1952,"KS",NA
"1032",1952,"MI",NA
"1033",1952,"OH",NA
"1034",1952,"CT",NA
"1035",1952,"WI",NA
"1036",1952,"MI",NA
"1037",1952,"IL",NA
"1038",1952,"TX",NA
"1039",1952,"AL",NA
"1040",1952,"CT",NA
"1041",1952,"TX",NA
"1042",1952,"MN",NA
"1043",1952,"NJ",NA
"1044",1952,"OH",NA
"1045",1952,"MI",NA
"1046",1952,"AL",NA
"1047",1952,"TX",NA
"1048",1952,"IL",NA
"1049",1952,"NY",NA
"1050",1952,"OH",NA
"1051",1952,"MN",NA
"1052",1952,"AL",NA
"1053",1952,"MI",NA
"1054",1952,"TX",NA
"1055",1952,"IL",NA
"1056",1952,"NY",NA
"1057",1952,"MI",NA
"1058",1952,"OH",NA
"1059",1952,"IL",NA
"1060",1952,"TX",NA
"1061",1952,"MN",NA
"1062",1952,"AL",NA
"1063",1952,"MI",NA
"1064",1952,"NJ",NA
"1065",1952,"TX",NA
"1066",1952,"IL",NA
"1067",1952,"OH",NA
